country,name,auto_discovery_url
BE,Blue-bike,https://api.delijn.be/gbfs/gbfs.json
BE,Bolt Technology OÜ,https://mds.bolt.eu/gbfs/3/336/gbfs
BE,Donkey Republic Antwerp,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_antwerp/gbfs.json
BE,Donkey Republic Ghent,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_gh/gbfs.json
BE,Donkey Republic Kortrijk & Leiedal,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_kortrijk_leiedal/gbfs
BE,Donkey Republic Westhoek,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_westhoek/gbfs.json
BE,Dott Aalst,https://gbfs.api.ridedott.com/public/v2/aalst/gbfs.json
BE,Dott Brussels,https://gbfs.api.ridedott.com/public/v2/brussels/gbfs.json
BE,Dott Charleroi,https://gbfs.api.ridedott.com/public/v2/charleroi/gbfs.json
BE,Dott Ghent,https://gbfs.api.ridedott.com/public/v2/ghent/gbfs.json
BE,Dott Kortrijk,https://gbfs.api.ridedott.com/public/v2/kortrijk/gbfs.json
BE,Dott Liege,https://gbfs.api.ridedott.com/public/v2/liege/gbfs.json
BE,Felyx Antwerp,https://maas.zeus.cooltra.com/gbfs/antwerp/3.0/en/gbfs.json
BE,Felyx Brussels,https://maas.zeus.cooltra.com/gbfs/brussels/3.0/en/gbfs.json
BE,Getaround Aalst,https://getaround.com/gbfs/v3/aalst/gbfs
BE,Getaround Antwerpen,https://getaround.com/gbfs/v3/antwerpen/gbfs
BE,Getaround Beaumont,https://getaround.com/gbfs/v3/beaumont/gbfs
BE,Getaround Charleroi,https://getaround.com/gbfs/v3/charleroi/gbfs
BE,Getaround Essen,https://getaround.com/gbfs/v3/essen/gbfs
BE,Getaround Gent,https://getaround.com/gbfs/v3/gent/gbfs
BE,Getaround Hove,https://getaround.com/gbfs/v3/hove/gbfs
BE,Getaround Leuven,https://getaround.com/gbfs/v3/leuven/gbfs
BE,Getaround Lille,https://getaround.com/gbfs/v3/lille/gbfs
BE,Getaround Mechelen,https://getaround.com/gbfs/v3/mechelen/gbfs
BE,Getaround Seraing,https://getaround.com/gbfs/v3/seraing/gbfs
BE,Getaround Waterloo,https://getaround.com/gbfs/v3/waterloo/gbfs
BE,Li Bia Velo,https://api.cyclocity.fr/contracts/namur/gbfs/v3/gbfs.json
BE,Lime Antwerp,https://data.lime.bike/api/partners/v2/gbfs/antwerp/gbfs.json
BE,Lime Brussels,https://data.lime.bike/api/partners/v2/gbfs/brussels/gbfs.json
BE,nextbike BE Vlaamse Rand,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_hf/gbfs.json
BE,Pony Brussels,https://gbfs.getapony.com/v1/brussels/en/gbfs.json?key=AIzaSyBMkR2fCYvZZC22Ls5A5wJQRwDERao07Nc
BE,Pony Charleroi,https://gbfs.getapony.com/v1/charleroi/en/gbfs.json?key=AIzaSyBMkR2fCYvZZC22Ls5A5wJQRwDERao07Nc
BE,Pony Liège,https://gbfs.getapony.com/v1/liege/en/gbfs.json?key=AIzaSyBMkR2fCYvZZC22Ls5A5wJQRwDERao07Nc
BE,Velo Antwerpen,https://gbfs.smartbike.com/antwerp/1.0/gbfs.json
BE,Villo,https://api.cyclocity.fr/contracts/bruxelles/gbfs/v3/gbfs.json
BE,VOI Antwerp,https://api.voiapp.io/gbfs/be/7a4cb689-a2ee-409d-a5fe-49d2e8d50717/v2/gbfs.json
BR,Bike Brasilia,https://brasilia.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Bike Estácio,https://curitiba.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Bike Itaú - Pernambuco,https://recife.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Bike Itaú - Rio,https://riodejaneiro.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Bike Itaú - Salvador,https://salvador.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Bike Itaú - Sampa,https://saopaulo.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Bike Porto Alegre,https://portoalegre.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
BR,Rivi Bike,https://riviera.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CA,Accès Vélo,https://saguenay.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CA,àVélo,https://quebec.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CA,Bike Share Toronto,https://toronto.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CA,Bird Calgary,https://mds.bird.co/gbfs/v2/public/calgary/gbfs.json
CA,Bird Edmonton,https://mds.bird.co/gbfs/v2/public/edmonton/gbfs.json
CA,Bird Halifax,https://mds.bird.co/gbfs/v2/public/halifax/gbfs.json
CA,Bird Hamilton,https://mds.bird.co/gbfs/v2/public/hamilton/gbfs.json
CA,Bird Leduc,https://mds.bird.co/gbfs/v2/public/leduc/gbfs.json
CA,Bird Ottawa,https://mds.bird.co/gbfs/v2/public/ottawa/gbfs.json
CA,Bird Saskatoon,https://mds.bird.co/gbfs/v2/public/saskatoon/gbfs.json
CA,Bird Vaughan,https://mds.bird.co/gbfs/v2/public/vaughan/gbfs.json
CA,BIXI Montréal,https://gbfs.velobixi.com/gbfs/gbfs.json
CA,Lime Calgary,https://data.lime.bike/api/partners/v2/gbfs/calgary/gbfs.json
CA,Lime Edmonton,https://data.lime.bike/api/partners/v2/gbfs/edmonton/gbfs.json
CA,Lime Kelowna,https://data.lime.bike/api/partners/v2/gbfs/kelowna/gbfs.json
CA,Lime Mississauga,https://data.lime.bike/api/partners/v2/gbfs/mississauga/gbfs.json
CA,Lime Ottawa,https://data.lime.bike/api/partners/v2/gbfs/ottawa/gbfs.json
CA,Lime Vancouver,https://data.lime.bike/api/partners/v2/gbfs/vancouver_bc/gbfs.json
CA,LocoMotion Montreal,https://locomotion.app/api/gbfs/3.0/montreal/gbfs
CA,LocoMotion Sherbrooke,https://locomotion.app/api/gbfs/3.0/sherbrooke/gbfs
CA,Mobi Bike Share,https://gbfs.kappa.fifteen.eu/gbfs/2.2/mobi/en/gbfs.json
CA,Neuron Mobility,https://mds.neuron-mobility.com/ard/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/bmt/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yyc/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yeg/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/kcw/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yql/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yow/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yqf/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yqr/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yxe/gbfs/2/
CA,Neuron Mobility,https://mds.neuron-mobility.com/yve/gbfs/2/
CA,Neuron Oshawa,https://mds.neuron-mobility.com/yoo/gbfs/2/
CA,PBSC HQ,https://pbsn.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CA,Sobi Hamilton,https://hamilton.socialbicycles.com/opendata/gbfs.json
CH,2EM Car Sharing,https://api.mobidata-bw.de/sharing/gbfs/v3/zem_ch/gbfs
CH,Bird Basel,https://mds.bird.co/gbfs/v2/public/basel/gbfs.json
CH,Bird Biel,https://mds.bird.co/gbfs/v2/public/biel/gbfs.json
CH,Bird Bulle,https://mds.bird.co/gbfs/v2/public/bulle/gbfs.json
CH,Bird Grenchen,https://mds.bird.co/gbfs/v2/public/grenchen/gbfs.json
CH,Bird Kloten,https://mds.bird.co/gbfs/v2/public/kloten/gbfs.json
CH,Bird Schaffhausen,https://mds.bird.co/gbfs/v2/public/schaffhausen/gbfs.json
CH,Bird Uster,https://mds.bird.co/gbfs/v2/public/uster/gbfs.json
CH,Bird Winterthur,https://mds.bird.co/gbfs/v2/public/winterthur/gbfs.json
CH,Bird Zurich,https://mds.bird.co/gbfs/v2/public/zurich/gbfs.json
CH,Bolt Technology OÜ,https://api.mobidata-bw.de/sharing/gbfs/v3/bolt_basel/gbfs
CH,Bolt Technology OÜ,https://api.mobidata-bw.de/sharing/gbfs/v3/bolt_zurich/gbfs
CH,Car-ship,https://api.mobidata-bw.de/sharing/gbfs/v3/car_ship/gbfs
CH,carvelo eCargo-Bike Sharing,https://api.mobidata-bw.de/sharing/gbfs/v3/carvelo2go_ch/gbfs
CH,Donkey EPFL - Lausanne,https://stables.donkey.bike/api/public/gbfs/3.0/epfl_lausanne/gbfs.json
CH,Donkey Republic Geneva,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_ge/gbfs.json
CH,Donkey Republic Kreuzlingen,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_kreuzlingen/gbfs.json
CH,Donkey Republic Neuchâtel,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_neuchatel/gbfs.json
CH,Donkey Republic Sion,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_sion/gbfs.json
CH,Donkey Republic Thun,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_thun/gbfs.json
CH,Donkey Republic Yverdon-les-Bains,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_yverdon-les-bains/gbfs.json
CH,Dott Basel,https://gbfs.api.ridedott.com/public/v2/basel/gbfs.json
CH,Dott Romanshorn,https://gbfs.api.ridedott.com/public/v2/romanshorn/gbfs.json
CH,Dott Rorschach,https://gbfs.api.ridedott.com/public/v2/rorschach/gbfs.json
CH,Dott St. Gallen,https://gbfs.api.ridedott.com/public/v2/st.-gallen/gbfs.json
CH,Dott Winterthur,https://gbfs.api.ridedott.com/public/v2/winterthur/gbfs.json
CH,Dott Zurich,https://gbfs.api.ridedott.com/public/v2/zurich/gbfs.json
CH,edrive carsharing,https://api.mobidata-bw.de/sharing/gbfs/v3/edrivecarsharing_ch/gbfs
CH,invia BikeShare,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ms/gbfs.json
CH,Lime Basel,https://api.mobidata-bw.de/sharing/gbfs/v3/lime_basel/gbfs
CH,Lime Opfikon,https://data.lime.bike/api/partners/v2/gbfs/opfikon/gbfs.json
CH,Lime Uster,https://api.mobidata-bw.de/sharing/gbfs/v3/lime_uster/gbfs
CH,Lime Zug,https://data.lime.bike/api/partners/v2/gbfs/zug/gbfs.json
CH,Lime Zurich,https://api.mobidata-bw.de/sharing/gbfs/v3/lime_zurich/gbfs
CH,Mobility,https://api.mobidata-bw.de/sharing/gbfs/v3/mobility_ch/gbfs
CH,MyBuxi,https://api.mobidata-bw.de/sharing/gbfs/v3/mybuxi_ch/gbfs
CH,nextbike Switzerland,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ch/gbfs.json
CH,PickeBike Aubonne,https://api.mobidata-bw.de/sharing/gbfs/v3/pickebike_aubonne/gbfs
CH,PickeBike Basel,https://api.mobidata-bw.de/sharing/gbfs/v3/pickebike_basel/gbfs
CH,PickeBike Fribourg,https://api.mobidata-bw.de/sharing/gbfs/v3/pickebike_fribourg/gbfs
CH,PubliBike,https://api.publibike.ch/v1/gbfs/v2/gbfs.json
CH,QuickRent,https://quickrent.ch/sbb/api/v1/gbfs
CH,Share Birrer,https://www.share-birrer.ch/gbfs/gbfs.json
CH,sharedmobility.ch,https://www.sharedmobility.ch/gbfs.json
CH,Velospot,https://api.mobidata-bw.de/sharing/gbfs/v3/velospot_ch/gbfs
CH,Voi Switzerland,https://api.mobidata-bw.de/sharing/gbfs/v3/voi_ch/gbfs
CL,Bike Itaú - Santiago,https://santiago.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CO,Bogotá,https://bogota.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json
CY,nextbike Cyprus,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_cy/gbfs.json
CZ,nextbike Benešov,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_co/gbfs.json
CZ,nextbike Berounsko,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_td/gbfs.json
CZ,nextbike Brno,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_te/gbfs.json
CZ,nextbike Česká Třebová,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nc/gbfs.json
CZ,nextbike Český Brod,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nd/gbfs.json
CZ,nextbike Dvůr Králové,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tf/gbfs.json
CZ,nextbike Frýdek-Místek,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ts/gbfs.json
CZ,nextbike Hodonín,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nh/gbfs.json
CZ,nextbike Hořice,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_uf/gbfs.json
CZ,nextbike Hradec Králové,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tl/gbfs.json
CZ,nextbike Hranice,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_na/gbfs.json
CZ,nextbike Jablonec,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ud/gbfs.json
CZ,nextbike Jičín,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nt/gbfs.json
CZ,nextbike Kahan,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_oc/gbfs.json
CZ,nextbike Kladno,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tk/gbfs.json
CZ,nextbike Klášterec nad Ohří,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ko/gbfs.json
CZ,nextbike Kolín,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ni/gbfs.json
CZ,nextbike Krnov,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tw/gbfs.json
CZ,nextbike Kyjov,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ky/gbfs.json
CZ,nextbike Liberec,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_xa/gbfs.json
CZ,nextbike Lipník nad Bečvou,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_lb/gbfs.json
CZ,nextbike Lovosice,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_lo/gbfs.json
CZ,nextbike Mladoboleslavsko,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tq/gbfs.json
CZ,nextbike Moravská Třebová,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_xc/gbfs.json
CZ,nextbike Most,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_uo/gbfs.json
CZ,nextbike Neratovice,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ne/gbfs.json
CZ,nextbike OlbramoviceVotice,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_cu/gbfs.json
CZ,nextbike Olomouc,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ti/gbfs.json
CZ,nextbike Opava,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tj/gbfs.json
CZ,nextbike Ostrava,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_to/gbfs.json
CZ,nextbike Otrokovice,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ot/gbfs.json
CZ,nextbike Pelhřimov,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_cq/gbfs.json
CZ,nextbike Písek,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ty/gbfs.json
CZ,nextbike Praha,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tg/gbfs.json
CZ,nextbike Přerov,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_nr/gbfs.json
CZ,nextbike Roudnice nad Labem,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rl/gbfs.json
CZ,nextbike Rychnovsko,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tx/gbfs.json
CZ,nextbike Šumperk,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ns/gbfs.json
CZ,nextbike Třebíč,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tu/gbfs.json
CZ,nextbike Trutnov,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_xb/gbfs.json
CZ,nextbike Uherské Hradiště,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tt/gbfs.json
CZ,nextbike Valašsko,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_vm/gbfs.json
CZ,nextbike Vrchlabí,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_vr/gbfs.json
CZ,nextbike Ždár nad Sázavou,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_zs/gbfs.json
CZ,nextbike Zlín,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tv/gbfs.json
DE,AB mit Lara,https://abmitlara.de/wp-json/commonsbooking/v1/gbfs.json
DE,ALF - das Affstätter Lastenfahrrad,https://api.mobidata-bw.de/sharing/gbfs/v3/herrenberg_alf/gbfs
DE,AW-bike,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rh/gbfs.json
DE,Bergisches e-Bike,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ac/gbfs.json
DE,Bikesharing Amprion,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_wp/gbfs.json
DE,Bird Munich,https://mds.bird.co/gbfs/v2/public/munich/gbfs.json
DE,Bird Ulm,https://mds.bird.co/gbfs/v2/public/ulm/gbfs.json
DE,Bolt Technology OÜ,https://api.mobidata-bw.de/sharing/gbfs/v3/bolt_karlsruhe/gbfs
DE,Bolt Technology OÜ,https://api.mobidata-bw.de/sharing/gbfs/v3/bolt_reutlingen_tuebingen/gbfs
DE,Bolt Technology OÜ,https://api.mobidata-bw.de/sharing/gbfs/v3/bolt_stuttgart/gbfs
DE,Bre.Bike,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bq/gbfs.json
DE,Call a Bike,https://api.mobidata-bw.de/sharing/gbfs/v3/callabike/gbfs
DE,Campus Berlin-Buch,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_cb/gbfs.json
DE,Carsharing in Wertheim,https://api.mobidata-bw.de/sharing/gbfs/v3/stadtwerke_wertheim/gbfs
DE,CarSharing Renningen,https://api.mobidata-bw.de/sharing/gbfs/v3/oekostadt_renningen/gbfs
DE,Conficars,https://api.mobidata-bw.de/sharing/gbfs/v3/conficars_ulm/gbfs
DE,Deer,https://api.mobidata-bw.de/sharing/gbfs/v3/deer/gbfs
DE,Die Grüne Flotte,https://api.mobidata-bw.de/sharing/gbfs/v3/gruene-flotte_freiburg/gbfs
DE,Donkey Ergolding,https://stables.donkey.bike/api/public/gbfs/3.0/Ergolding/gbfs.json
DE,Donkey Kelheim,https://stables.donkey.bike/api/public/gbfs/3.0/Kelheim/gbfs.json
DE,Donkey KielRegion+Smile24,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_kielsmile/gbfs.json
DE,Donkey Neutraubling,https://stables.donkey.bike/api/public/gbfs/3.0/Neutraubling/gbfs.json
DE,Donkey Obertraubling,https://stables.donkey.bike/api/public/gbfs/3.0/Obertraubling/gbfs.json
DE,Donkey Prignitz,https://stables.donkey.bike/api/public/gbfs/3.0/Donkey-Prignitz/gbfs.json
DE,Donkey Regensburg,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_regensburg_straubing/gbfs.json
DE,Donkey Republic Augsburg,https://stables.donkey.bike/api/public/gbfs/3.0/Augsburg/gbfs.json
DE,Donkey Republic Bamberg,https://stables.donkey.bike/api/public/gbfs/3.0/Bamberg/gbfs.json
DE,Donkey Republic Bayern Komplett,https://stables.donkey.bike/api/public/gbfs/3.0/bayern_komplett/gbfs.json
DE,Donkey Republic Hannover,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_hannover/gbfs.json
DE,Donkey Republic Kiel,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_kiel/gbfs.json
DE,Donkey Republic Munich,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_munich/gbfs.json
DE,Donkey Republic Regensburg,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_regensburg/gbfs.json
DE,Donkey Republic Schleswig,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_schleswig/gbfs.json
DE,Dott Aachen,https://gbfs.api.ridedott.com/public/v2/aachen/gbfs.json
DE,Dott Baunatal,https://gbfs.api.ridedott.com/public/v2/baunatal/gbfs.json
DE,Dott Berlin,https://gbfs.api.ridedott.com/public/v2/berlin/gbfs.json
DE,Dott Bielefeld,https://gbfs.api.ridedott.com/public/v2/bielefeld/gbfs.json
DE,Dott Böblingen,https://gbfs.api.ridedott.com/public/v2/boblingen/gbfs.json
DE,Dott Bochum,https://gbfs.api.ridedott.com/public/v2/bochum/gbfs.json
DE,Dott Bonn,https://gbfs.api.ridedott.com/public/v2/bonn/gbfs.json
DE,Dott Bremen,https://gbfs.api.ridedott.com/public/v2/bremen/gbfs.json
DE,Dott Bremerhaven,https://gbfs.api.ridedott.com/public/v2/bremerhaven/gbfs.json
DE,Dott Brühl,https://gbfs.api.ridedott.com/public/v2/bruhl/gbfs.json
DE,Dott Brunswick,https://gbfs.api.ridedott.com/public/v2/brunswick/gbfs.json
DE,Dott Celle,https://gbfs.api.ridedott.com/public/v2/celle/gbfs.json
DE,Dott Chemnitz,https://gbfs.api.ridedott.com/public/v2/chemnitz/gbfs.json
DE,Dott Cologne,https://gbfs.api.ridedott.com/public/v2/cologne/gbfs.json
DE,Dott Cottbus,https://gbfs.api.ridedott.com/public/v2/cottbus/gbfs.json
DE,Dott Darmstadt,https://gbfs.api.ridedott.com/public/v2/darmstadt/gbfs.json
DE,Dott Detmold,https://gbfs.api.ridedott.com/public/v2/detmold/gbfs.json
DE,Dott Dortmund,https://gbfs.api.ridedott.com/public/v2/dortmund/gbfs.json
DE,Dott Duisburg,https://gbfs.api.ridedott.com/public/v2/duisburg/gbfs.json
DE,Dott Dusseldorf,https://gbfs.api.ridedott.com/public/v2/dusseldorf/gbfs.json
DE,Dott Elmshorn,https://gbfs.api.ridedott.com/public/v2/elmshorn/gbfs.json
DE,Dott Erfurt,https://gbfs.api.ridedott.com/public/v2/erfurt/gbfs.json
DE,Dott Erlangen,https://gbfs.api.ridedott.com/public/v2/erlangen/gbfs.json
DE,Dott Essen,https://gbfs.api.ridedott.com/public/v2/essen/gbfs.json
DE,Dott Flensburg,https://gbfs.api.ridedott.com/public/v2/flensburg/gbfs.json
DE,Dott Frankfurt,https://gbfs.api.ridedott.com/public/v2/frankfurt/gbfs.json
DE,Dott Friedrichshafen,https://gbfs.api.ridedott.com/public/v2/friedrichshafen/gbfs.json
DE,Dott Gera,https://gbfs.api.ridedott.com/public/v2/gera/gbfs.json
DE,Dott Gifhorn,https://gbfs.api.ridedott.com/public/v2/gifhorn/gbfs.json
DE,Dott Gladbeck,https://gbfs.api.ridedott.com/public/v2/gladbeck/gbfs.json
DE,Dott Hamburg,https://gbfs.api.ridedott.com/public/v2/hamburg/gbfs.json
DE,Dott Hamm,https://gbfs.api.ridedott.com/public/v2/hamm/gbfs.json
DE,Dott Hannover,https://gbfs.api.ridedott.com/public/v2/hannover/gbfs.json
DE,Dott Heidelberg,https://gbfs.api.ridedott.com/public/v2/heidelberg/gbfs.json
DE,Dott Heilbronn,https://gbfs.api.ridedott.com/public/v2/heilbronn/gbfs.json
DE,Dott Hennef,https://gbfs.api.ridedott.com/public/v2/hennef/gbfs.json
DE,Dott Herford,https://gbfs.api.ridedott.com/public/v2/herford/gbfs.json
DE,Dott Herne,https://gbfs.api.ridedott.com/public/v2/herne/gbfs.json
DE,Dott Herten,https://gbfs.api.ridedott.com/public/v2/herten/gbfs.json
DE,Dott Hilden,https://gbfs.api.ridedott.com/public/v2/hilden/gbfs.json
